row_number,mth,Dint,age,female,male,Dtol,div,Dkli,Dmco,Dmco1,Dmco2,Dmco3,cov,TI,QI,MCI,GIS
354,2020-05,1,41,"1,595","3,239",0,19,1,0,0,0,0,59,,,,
355,2020-05,1,42,"1,645","3,026",0,16,1,0,0,0,0,59,,,,
356,2020-05,1,43,"1,571","2,974",0,18,1,0,0,0,0,59,,,,
357,2020-05,1,44,"1,772","3,262",0,16,1,0,0,0,0,59,,,,
358,2020-05,1,45,"1,612","3,023",0,16,1,0,0,0,0,59,,,,
359,2020-05,1,46,"1,658","2,981",0,16,1,0,0,0,0,59,,,,
360,2020-05,1,47,"1,696","2,902",0,18,1,0,0,0,0,59,,,,
361,2020-05,1,48,"1,700","2,903",0,18,1,0,0,0,0,59,,,,
362,2020-05,1,49,"1,713","2,854",0,18,1,0,0,0,0,59,,,,
363,2020-05,1,50,"1,553","2,797",0,17,1,0,0,0,0,59,,,,
364,2020-05,1,51,"1,468","2,564",0,17,1,0,0,0,0,59,,,,
365,2020-05,1,52,"1,486","2,492",0,16,1,0,0,0,0,59,,,,
366,2020-05,1,53,"1,453","2,458",0,14,1,0,0,0,0,59,,,,
367,2020-05,0,54,"1,381","2,422",0,16,1,0,0,0,0,59,,,,
368,2020-05,1,55,"1,405","2,408",0,17,1,0,0,0,0,59,,,,
369,2020-05,1,56,"1,472","2,494",0,16,1,0,0,0,0,59,,,,
370,2020-05,1,57,"1,408","2,629",0,17,1,0,0,0,0,59,,,,
371,2020-05,1,58,"1,394","2,384",0,16,1,0,0,0,0,59,,,,
372,2020-05,0,59,"1,416","2,286",0,16,1,0,0,0,0,59,,,,
373,2020-05,0,60,"1,302","2,245",0,17,1,0,0,0,0,59,,,,
374,2020-05,0,61,"1,187","2,186",0,16,1,0,0,0,0,59,,,,
375,2020-05,0,62,"1,143","2,079",0,16,1,0,0,0,0,59,,,,
376,2020-05,0,63,"1,183","1,987",0,15,1,0,0,0,0,59,,,,
377,2020-05,0,64,"1,013","1,892",0,16,1,0,0,0,0,59,,,,
378,2020-05,0,65,939,"1,764",0,16,1,0,0,0,0,59,,,,
379,2020-05,0,66,913,"1,651",0,15,1,0,0,0,0,59,,,,
380,2020-05,0,67,860,"1,572",0,15,1,0,0,0,0,59,,,,
381,2020-05,0,68,768,"1,412",0,16,1,0,0,0,0,59,,,,
382,2020-05,0,69,668,"1,198",0,14,1,0,0,0,0,59,,,,
383,2020-05,0,70,604,"1,199",0,17,1,0,0,0,0,59,,,,
384,2020-05,0,71,572,"1,079",1,16,1,0,0,0,0,59,,,,
385,2020-05,0,72,524,"1,053",0,14,1,0,0,0,0,59,,,,
386,2020-05,0,73,520,968,0,15,1,0,0,0,0,59,,,,
387,2020-05,0,74,475,798,0,16,1,0,0,0,0,59,,,,
388,2020-05,0,75,255,539,0,14,1,0,0,0,0,59,,,,
389,2020-05,0,76,306,540,0,15,1,0,0,0,0,59,,,,
390,2020-05,0,77,260,584,0,15,1,0,0,0,0,59,,,,
391,2020-05,0,78,240,428,0,15,1,0,0,0,0,59,,,,
392,2020-05,0,79,220,466,0,14,1,0,0,0,0,59,,,,
393,2020-05,0,80,171,362,0,15,1,0,0,0,0,59,,,,
394,2020-05,0,81,142,393,0,14,1,0,0,0,0,59,,,,
395,2020-05,0,82,129,256,0,15,1,0,0,0,0,59,,,,
396,2020-05,0,83,85,167,0,13,1,0,0,0,0,59,,,,
397,2020-05,0,84,77,126,0,13,1,0,0,0,0,59,,,,
398,2020-05,0,85,65,94,0,15,1,0,0,0,0,59,,,,
399,2020-05,0,86,46,73,0,13,1,0,0,0,0,59,,,,
400,2020-05,0,87,32,62,0,12,1,0,0,0,0,59,,,,
401,2020-05,0,88,13,38,0,13,1,0,0,0,0,59,,,,
402,2020-05,0,89,15,39,0,13,1,0,0,0,0,59,,,,
403,2020-05,0,90,16,29,0,12,1,0,0,0,0,59,,,,
404,2020-05,0,91,6,14,0,13,1,0,0,0,0,59,,,,
405,2020-05,0,92,7,9,0,13,1,0,0,0,0,59,,,,
406,2020-05,0,93,3,5,0,7,1,0,0,0,0,59,,,,
407,2020-05,0,94,2,4,1,9,1,0,0,0,0,59,,,,
408,2020-05,0,95,3,3,0,8,1,0,0,0,0,59,,,,
409,2020-05,0,96,3,2,0,8,1,0,0,0,0,59,,,,
410,2020-05,0,97,0,3,0,4,1,0,0,0,0,59,,,,
411,2020-05,0,98,2,1,0,9,1,0,0,0,0,59,,,,
412,2020-05,0,100,1,0,0,1,1,0,0,0,0,59,,,,
413,2020-06,0,18,10,30,0,14,1,0,0,0,0,27,,,,
414,2020-06,0,19,59,190,0,14,1,0,0,0,0,27,,,,
415,2020-06,0,20,163,403,0,15,1,0,0,0,0,27,,,,
416,2020-06,0,21,165,678,1,14,1,0,0,0,0,27,,,,
417,2020-06,0,22,270,916,1,15,1,0,0,0,0,27,,,,
418,2020-06,0,23,477,"1,505",0,16,1,0,0,0,0,27,,,,
419,2020-06,0,24,696,"2,020",0,18,1,0,0,0,0,27,,,,
420,2020-06,0,25,855,"2,662",1,17,1,0,0,0,0,27,,,,
421,2020-06,0,26,"1,193","3,354",1,18,1,0,0,0,0,27,,,,
422,2020-06,0,27,"1,319","3,869",0,16,1,0,0,0,0,27,,,,
423,2020-06,0,28,"1,526","4,048",0,17,1,0,0,0,0,27,,,,
424,2020-06,1,29,"1,654","4,308",0,19,1,0,0,0,0,27,,,,
425,2020-06,1,30,"1,759","4,761",0,18,1,0,0,0,0,27,,,,
426,2020-06,1,31,"1,643","4,490",0,18,1,0,0,0,0,27,,,,
427,2020-06,1,32,"2,144","5,553",0,17,1,0,0,0,0,27,,,,
428,2020-06,1,33,"1,862","4,888",0,17,1,0,0,0,0,27,,,,
429,2020-06,1,34,"1,960","4,828",0,17,1,0,0,0,0,27,,,,
430,2020-06,1,35,"2,204","5,198",0,17,1,0,0,0,0,27,,,,
431,2020-06,1,36,"2,071","4,942",0,19,1,0,0,0,0,27,,,,
432,2020-06,1,37,"2,083","4,530",0,17,1,0,0,0,0,27,,,,
433,2020-06,1,38,"2,101","4,685",0,17,1,0,0,0,0,27,,,,
434,2020-06,1,39,"2,137","4,352",0,17,1,0,0,0,0,27,,,,
435,2020-06,1,40,"2,067","4,248",0,16,1,0,0,0,0,27,,,,
436,2020-06,1,41,"2,106","4,130",0,16,1,0,0,0,0,27,,,,
437,2020-06,1,42,"2,128","3,888",0,17,1,0,0,0,0,27,,,,
438,2020-06,1,43,"2,045","3,711",0,17,1,0,0,0,0,27,,,,
439,2020-06,1,44,"2,276","4,067",0,17,1,0,0,0,0,27,,,,
440,2020-06,1,45,"2,084","3,683",0,16,1,0,0,0,0,27,,,,
441,2020-06,1,46,"2,093","3,647",0,17,1,0,0,0,0,27,,,,
442,2020-06,1,47,"2,093","3,645",0,19,1,0,0,0,0,27,,,,
443,2020-06,1,48,"2,103","3,588",0,18,1,0,0,0,0,27,,,,
444,2020-06,1,49,"2,092","3,545",0,17,1,0,0,0,0,27,,,,
445,2020-06,1,50,"1,969","3,419",0,18,1,0,0,0,0,27,,,,
446,2020-06,1,51,"1,850","3,152",0,17,1,0,0,0,0,27,,,,
447,2020-06,0,52,"1,873","3,031",0,16,1,0,0,0,0,27,,,,
448,2020-06,1,53,"1,809","3,020",0,18,1,0,0,0,0,27,,,,
449,2020-06,0,54,"1,678","3,079",0,16,1,0,0,0,0,27,,,,
450,2020-06,1,55,"1,742","2,974",0,17,1,0,0,0,0,27,,,,
451,2020-06,1,56,"1,810","3,083",0,17,1,0,0,0,0,27,,,,
452,2020-06,1,57,"1,735","3,136",0,17,1,0,0,0,0,27,,,,
453,2020-06,0,58,"1,684","2,870",0,16,1,0,0,0,0,27,,,,
454,2020-06,0,59,"1,722","2,805",0,18,1,0,0,0,0,27,,,,
455,2020-06,0,60,"1,583","2,744",0,16,1,0,0,0,0,27,,,,
456,2020-06,0,61,"1,416","2,552",0,17,1,0,0,0,0,27,,,,
457,2020-06,0,62,"1,405","2,422",0,16,1,0,0,0,0,27,,,,
458,2020-06,0,63,"1,339","2,302",0,14,1,0,0,0,0,27,,,,
459,2020-06,0,64,"1,259","2,222",0,16,1,0,0,0,0,27,,,,
460,2020-06,0,65,"1,118","2,096",0,17,1,0,0,0,0,27,,,,
461,2020-06,0,66,"1,057","1,908",0,17,1,0,0,0,0,27,,,,
462,2020-06,0,67,"1,007","1,854",0,16,1,0,0,0,0,27,,,,
463,2020-06,0,68,952,"1,646",0,15,1,0,0,0,0,27,,,,
464,2020-06,0,69,777,"1,413",0,15,1,0,0,0,0,27,,,,
465,2020-06,0,70,748,"1,381",0,16,1,0,0,0,0,27,,,,
466,2020-06,0,71,702,"1,310",1,16,1,0,0,0,0,27,,,,
467,2020-06,0,72,644,"1,193",0,15,1,0,0,0,0,27,,,,
468,2020-06,0,73,613,"1,144",0,15,1,0,0,0,0,27,,,,
469,2020-06,0,74,564,932,0,14,1,0,0,0,0,27,,,,
470,2020-06,0,75,302,610,0,14,1,0,0,0,0,27,,,,
471,2020-06,0,76,352,640,0,14,1,0,0,0,0,27,,,,
472,2020-06,0,77,306,675,0,15,1,0,0,0,0,27,,,,
473,2020-06,0,78,274,493,0,15,1,0,0,0,0,27,,,,
474,2020-06,0,79,261,535,0,14,1,0,0,0,0,27,,,,
475,2020-06,0,80,209,400,0,15,1,0,0,0,0,27,,,,
476,2020-06,0,81,155,437,0,15,1,0,0,0,0,27,,,,
477,2020-06,0,82,136,291,0,14,1,0,0,0,0,27,,,,
478,2020-06,0,83,101,188,0,14,1,0,0,0,0,27,,,,
479,2020-06,0,84,86,162,0,15,1,0,0,0,0,27,,,,
480,2020-06,0,85,68,111,0,14,1,0,0,0,0,27,,,,
481,2020-06,0,86,55,86,0,13,1,0,0,0,0,27,,,,
482,2020-06,0,87,41,60,0,13,1,0,0,0,0,27,,,,
483,2020-06,0,88,22,47,0,12,1,0,0,0,0,27,,,,
484,2020-06,0,89,20,45,1,14,1,0,0,0,0,27,,,,
485,2020-06,0,90,20,34,0,12,1,0,0,0,0,27,,,,
486,2020-06,0,91,8,17,0,13,1,0,0,0,0,27,,,,
487,2020-06,0,92,8,11,0,12,1,0,0,0,0,27,,,,
488,2020-06,0,93,4,4,0,9,1,0,0,0,0,27,,,,
489,2020-06,0,94,3,3,0,8,1,0,0,0,0,27,,,,
490,2020-06,0,95,6,3,1,10,1,0,0,0,0,27,,,,
491,2020-06,0,96,4,2,0,5,1,0,0,0,0,27,,,,
492,2020-06,0,97,2,3,0,6,1,0,0,0,0,27,,,,
493,2020-06,0,98,2,1,0,11,1,0,0,0,0,27,,,,
494,2020-06,0,99,1,0,1,4,1,0,0,0,0,27,,,,
495,2020-06,0,100,1,0,0,1,1,0,0,0,0,27,,,,
496,2020-06,0,102,0,1,0,1,1,0,0,0,0,27,,,,
497,2020-06,0,103,0,1,1,3,1,0,0,0,0,27,,,,
498,2020-07,0,18,23,53,1,13,0,0,0,0,0,11,,,,
499,2020-07,0,19,70,248,0,15,0,0,0,0,0,11,,,,
500,2020-07,0,20,191,499,0,15,0,0,0,0,0,11,,,,
501,2020-07,0,21,223,824,1,15,0,0,0,0,0,11,,,,
502,2020-07,0,22,330,"1,068",1,16,0,0,0,0,0,11,,,,
503,2020-07,0,23,579,"1,741",1,16,0,0,0,0,0,11,,,,
504,2020-07,0,24,818,"2,377",1,16,0,0,0,0,0,11,,,,
505,2020-07,0,25,"1,055","3,069",1,18,0,0,0,0,0,11,,,,
506,2020-07,0,26,"1,447","3,702",1,18,0,0,0,0,0,11,,,,
507,2020-07,0,27,"1,561","4,301",1,16,0,0,0,0,0,11,,,,
508,2020-07,0,28,"1,773","4,459",1,17,0,0,0,0,0,11,,,,
509,2020-07,1,29,"1,885","4,867",1,19,0,0,0,0,0,11,,,,
510,2020-07,1,30,"2,084","5,199",1,16,0,0,0,0,0,11,,,,
511,2020-07,1,31,"1,868","4,820",1,17,0,0,0,0,0,11,,,,
512,2020-07,1,32,"2,496","6,011",1,17,0,0,0,0,0,11,,,,
513,2020-07,1,33,"2,134","5,139",1,16,0,0,0,0,0,11,,,,
514,2020-07,1,34,"2,206","5,154",1,18,0,0,0,0,0,11,,,,
515,2020-07,1,35,"2,519","5,556",1,16,0,0,0,0,0,11,,,,
516,2020-07,1,36,"2,462","5,286",0,17,0,0,0,0,0,11,,,,
517,2020-07,1,37,"2,419","4,918",1,19,0,0,0,0,0,11,,,,
518,2020-07,1,38,"2,402","5,111",1,16,0,0,0,0,0,11,,,,
519,2020-07,1,39,"2,536","4,802",0,17,0,0,0,0,0,11,,,,
520,2020-07,1,40,"2,358","4,604",0,16,0,0,0,0,0,11,,,,
521,2020-07,1,41,"2,366","4,557",0,18,0,0,0,0,0,11,,,,
522,2020-07,1,42,"2,497","4,244",0,17,0,0,0,0,0,11,,,,
523,2020-07,1,43,"2,348","4,076",0,17,0,0,0,0,0,11,,,,
524,2020-07,1,44,"2,634","4,453",0,18,0,0,0,0,0,11,,,,
525,2020-07,1,45,"2,388","3,987",0,17,0,0,0,0,0,11,,,,
526,2020-07,1,46,"2,367","3,899",0,17,0,0,0,0,0,11,,,,
527,2020-07,1,47,"2,335","3,901",0,19,0,0,0,0,0,11,,,,
528,2020-07,1,48,"2,382","3,835",0,18,0,0,0,0,0,11,,,,
529,2020-07,1,49,"2,371","3,811",0,18,0,0,0,0,0,11,,,,
530,2020-07,1,50,"2,195","3,723",0,18,0,0,0,0,0,11,,,,
531,2020-07,1,51,"2,116","3,384",0,17,0,0,0,0,0,11,,,,
532,2020-07,1,52,"2,062","3,300",0,17,0,0,0,0,0,11,,,,
533,2020-07,0,53,"2,052","3,166",0,17,0,0,0,0,0,11,,,,
534,2020-07,0,54,"1,888","3,189",0,19,0,0,0,0,0,11,,,,
535,2020-07,1,55,"1,941","3,169",0,17,0,0,0,0,0,11,,,,
536,2020-07,1,56,"2,006","3,236",0,16,0,0,0,0,0,11,,,,
537,2020-07,1,57,"1,941","3,346",0,16,0,0,0,0,0,11,,,,
538,2020-07,0,58,"1,890","3,017",0,17,0,0,0,0,0,11,,,,
539,2020-07,0,59,"1,856","2,914",0,19,0,0,0,0,0,11,,,,
540,2020-07,0,60,"1,790","2,845",0,17,0,0,0,0,0,11,,,,
541,2020-07,0,61,"1,589","2,755",0,18,0,0,0,0,0,11,,,,
542,2020-07,0,62,"1,554","2,611",0,17,0,0,0,0,0,11,,,,
543,2020-07,0,63,"1,500","2,458",0,17,0,0,0,0,0,11,,,,
544,2020-07,0,64,"1,385","2,437",0,17,0,0,0,0,0,11,,,,
545,2020-07,0,65,"1,268","2,238",0,17,0,0,0,0,0,11,,,,
546,2020-07,0,66,"1,168","2,037",0,17,0,0,0,0,0,11,,,,
547,2020-07,0,67,"1,148","1,994",0,17,0,0,0,0,0,11,,,,
548,2020-07,0,68,"1,014","1,736",0,17,0,0,0,0,0,11,,,,
549,2020-07,0,69,878,"1,554",0,17,0,0,0,0,0,11,,,,
550,2020-07,0,70,834,"1,471",0,16,0,0,0,0,0,11,,,,
551,2020-07,0,71,768,"1,399",1,15,0,0,0,0,0,11,,,,
552,2020-07,0,72,720,"1,327",0,16,0,0,0,0,0,11,,,,
553,2020-07,0,73,700,"1,204",0,15,0,0,0,0,0,11,,,,
554,2020-07,0,74,636,"1,001",0,16,0,0,0,0,0,11,,,,
555,2020-07,0,75,353,652,0,15,0,0,0,0,0,11,,,,
556,2020-07,0,76,391,690,0,15,0,0,0,0,0,11,,,,
557,2020-07,0,77,325,746,0,14,0,0,0,0,0,11,,,,
558,2020-07,0,78,307,526,0,15,0,0,0,0,0,11,,,,
559,2020-07,0,79,259,587,1,14,0,0,0,0,0,11,,,,
560,2020-07,0,80,231,433,0,16,0,0,0,0,0,11,,,,
561,2020-07,0,81,172,481,0,13,0,0,0,0,0,11,,,,
562,2020-07,0,82,149,328,0,15,0,0,0,0,0,11,,,,
563,2020-07,0,83,110,192,0,13,0,0,0,0,0,11,,,,
564,2020-07,0,84,93,175,0,13,0,0,0,0,0,11,,,,
565,2020-07,0,85,78,120,0,14,0,0,0,0,0,11,,,,
566,2020-07,0,86,63,86,0,13,0,0,0,0,0,11,,,,
567,2020-07,0,87,45,68,0,13,0,0,0,0,0,11,,,,
568,2020-07,0,88,22,54,0,13,0,0,0,0,0,11,,,,
569,2020-07,0,89,23,53,0,14,0,0,0,0,0,11,,,,
570,2020-07,0,90,20,34,0,13,0,0,0,0,0,11,,,,
571,2020-07,0,91,8,21,0,13,0,0,0,0,0,11,,,,
572,2020-07,0,92,10,12,0,12,0,0,0,0,0,11,,,,
573,2020-07,0,93,5,3,0,7,0,0,0,0,0,11,,,,
574,2020-07,0,94,1,2,0,6,0,0,0,0,0,11,,,,
575,2020-07,0,95,5,5,1,9,0,0,0,0,0,11,,,,
576,2020-07,0,96,4,3,0,7,0,0,0,0,0,11,,,,
577,2020-07,0,97,2,2,0,6,0,0,0,0,0,11,,,,
578,2020-07,0,98,2,2,0,8,0,0,0,0,0,11,,,,
579,2020-07,0,99,2,0,0,7,0,0,0,0,0,11,,,,
580,2020-07,0,100,1,0,0,1,0,0,0,0,0,11,,,,
581,2020-08,0,18,28,67,1,14,1,0,0,0,0,12,,,,
582,2020-08,0,19,89,315,1,15,1,0,0,0,0,12,,,,
583,2020-08,0,20,231,673,0,15,1,0,0,0,0,12,,,,
584,2020-08,0,21,283,958,0,15,1,0,0,0,0,12,,,,
585,2020-08,0,22,385,"1,255",1,15,1,0,0,0,0,12,,,,
586,2020-08,0,23,721,"2,123",1,16,1,0,0,0,0,12,,,,
587,2020-08,0,24,961,"2,816",1,17,1,0,0,0,0,12,,,,
588,2020-08,0,25,"1,265","3,602",1,17,1,0,0,0,0,12,,,,
589,2020-08,0,26,"1,664","4,361",1,17,1,0,0,0,0,12,,,,
590,2020-08,0,27,"1,840","4,933",1,16,1,0,0,0,0,12,,,,
591,2020-08,0,28,"2,035","5,259",0,16,1,0,0,0,0,12,,,,
592,2020-08,1,29,"2,275","5,615",1,19,1,0,0,0,0,12,,,,
593,2020-08,1,30,"2,459","6,119",1,17,1,0,0,0,0,12,,,,
594,2020-08,1,31,"2,251","5,580",0,19,1,0,0,0,0,12,,,,
595,2020-08,1,32,"2,961","7,043",1,18,1,0,0,0,0,12,,,,
596,2020-08,1,33,"2,567","5,986",0,17,1,0,0,0,0,12,,,,
597,2020-08,1,34,"2,627","6,099",0,16,1,0,0,0,0,12,,,,
598,2020-08,1,35,"3,021","6,503",0,17,1,0,0,0,0,12,,,,
599,2020-08,1,36,"2,876","6,189",0,19,1,0,0,0,0,12,,,,
600,2020-08,1,37,"2,946","5,756",0,18,1,0,0,0,0,12,,,,
601,2020-08,1,38,"2,950","6,035",0,16,1,0,0,0,0,12,,,,
602,2020-08,1,39,"3,037","5,661",0,18,1,0,0,0,0,12,,,,
603,2020-08,1,40,"2,853","5,444",0,16,1,0,0,0,0,12,,,,
604,2020-08,1,41,"2,880","5,352",0,17,1,0,0,0,0,12,,,,
605,2020-08,1,42,"2,962","5,039",0,16,1,0,0,0,0,12,,,,
606,2020-08,1,43,"2,809","4,776",0,17,1,0,0,0,0,12,,,,
607,2020-08,1,44,"3,116","5,226",0,17,1,0,0,0,0,12,,,,
608,2020-08,1,45,"2,838","4,678",0,17,1,0,0,0,0,12,,,,
609,2020-08,1,46,"2,854","4,614",0,17,1,0,0,0,0,12,,,,
610,2020-08,1,47,"2,815","4,573",0,17,1,0,0,0,0,12,,,,
611,2020-08,1,48,"2,839","4,486",0,18,1,0,0,0,0,12,,,,
612,2020-08,1,49,"2,819","4,409",0,17,1,0,0,0,0,12,,,,
613,2020-08,1,50,"2,617","4,275",0,18,1,0,0,0,0,12,,,,
614,2020-08,1,51,"2,501","3,875",0,16,1,0,0,0,0,12,,,,
615,2020-08,0,52,"2,375","3,789",0,17,1,0,0,0,0,12,,,,
616,2020-08,0,53,"2,361","3,633",0,17,1,0,0,0,0,12,,,,
617,2020-08,0,54,"2,270","3,630",0,18,1,0,0,0,0,12,,,,
618,2020-08,0,55,"2,306","3,751",0,16,1,0,0,0,0,12,,,,
619,2020-08,1,56,"2,379","3,691",0,17,1,0,0,0,0,12,,,,
620,2020-08,0,57,"2,173","3,753",0,17,1,0,0,0,0,12,,,,
621,2020-08,0,58,"2,242","3,464",0,17,1,0,0,0,0,12,,,,
622,2020-08,0,59,"2,171","3,323",0,18,1,0,0,0,0,12,,,,
623,2020-08,0,60,"2,073","3,260",0,17,1,0,0,0,0,12,,,,
624,2020-08,0,61,"1,821","3,068",0,18,1,0,0,0,0,12,,,,
625,2020-08,0,62,"1,808","2,983",0,17,1,0,0,0,0,12,,,,
626,2020-08,0,63,"1,663","2,742",0,18,1,0,0,0,0,12,,,,
627,2020-08,0,64,"1,604","2,706",0,16,1,0,0,0,0,12,,,,
628,2020-08,0,65,"1,424","2,541",0,19,1,0,0,0,0,12,,,,
629,2020-08,0,66,"1,332","2,294",0,16,1,0,0,0,0,12,,,,
630,2020-08,0,67,"1,338","2,174",0,17,1,0,0,0,0,12,,,,
631,2020-08,0,68,"1,153","1,958",0,16,1,0,0,0,0,12,,,,
632,2020-08,0,69,957,"1,703",0,14,1,0,0,0,0,12,,,,
633,2020-08,0,70,946,"1,629",0,15,1,0,0,0,0,12,,,,
634,2020-08,0,71,875,"1,554",1,16,1,0,0,0,0,12,,,,
635,2020-08,0,72,799,"1,444",0,17,1,0,0,0,0,12,,,,
636,2020-08,0,73,736,"1,363",0,15,1,0,0,0,0,12,,,,
637,2020-08,0,74,671,"1,131",0,16,1,0,0,0,0,12,,,,
638,2020-08,0,75,370,750,0,14,1,0,0,0,0,12,,,,
639,2020-08,0,76,425,715,0,14,1,0,0,0,0,12,,,,
640,2020-08,0,77,377,792,0,15,1,0,0,0,0,12,,,,
641,2020-08,0,78,353,572,0,14,1,0,0,0,0,12,,,,
642,2020-08,0,79,287,626,1,14,1,0,0,0,0,12,,,,
643,2020-08,0,80,227,463,0,14,1,0,0,0,0,12,,,,
644,2020-08,0,81,181,488,0,14,1,0,0,0,0,12,,,,
645,2020-08,0,82,165,356,0,14,1,0,0,0,0,12,,,,
646,2020-08,0,83,102,214,0,13,1,0,0,0,0,12,,,,
647,2020-08,0,84,98,183,0,13,1,0,0,0,0,12,,,,
648,2020-08,0,85,88,125,0,15,1,0,0,0,0,12,,,,
649,2020-08,0,86,63,102,0,13,1,0,0,0,0,12,,,,
650,2020-08,0,87,47,67,0,13,1,0,0,0,0,12,,,,
651,2020-08,0,88,21,60,0,12,1,0,0,0,0,12,,,,
652,2020-08,0,89,18,50,0,14,1,0,0,0,0,12,,,,
653,2020-08,0,90,18,36,0,13,1,0,0,0,0,12,,,,
654,2020-08,0,91,11,16,0,13,1,0,0,0,0,12,,,,
655,2020-08,0,92,8,17,0,11,1,0,0,0,0,12,,,,
656,2020-08,0,93,2,4,0,8,1,0,0,0,0,12,,,,
657,2020-08,0,94,4,2,0,8,1,0,0,0,0,12,,,,
658,2020-08,0,95,4,4,1,12,1,0,0,0,0,12,,,,
659,2020-08,0,96,5,4,0,11,1,0,0,0,0,12,,,,
660,2020-08,0,97,0,2,0,4,1,0,0,0,0,12,,,,
661,2020-08,0,98,1,2,0,10,1,0,0,0,0,12,,,,
662,2020-08,0,99,2,0,0,7,1,0,0,0,0,12,,,,
663,2020-09,0,18,29,73,1,13,0,0,0,0,0,63,,,,
664,2020-09,0,19,104,293,0,14,0,0,0,0,0,63,,,,
665,2020-09,0,20,209,636,1,15,0,0,0,0,0,63,,,,
666,2020-09,0,21,272,975,0,15,0,0,0,0,0,63,,,,
667,2020-09,0,22,346,"1,205",0,15,0,0,0,0,0,63,,,,
668,2020-09,0,23,632,"2,010",1,17,0,0,0,0,0,63,,,,
669,2020-09,0,24,891,"2,625",1,17,0,0,0,0,0,63,,,,
670,2020-09,0,25,"1,132","3,297",1,17,0,0,0,0,0,63,,,,
671,2020-09,0,26,"1,489","3,976",1,17,0,0,0,0,0,63,,,,
672,2020-09,0,27,"1,615","4,491",1,16,0,0,0,0,0,63,,,,
673,2020-09,0,28,"1,828","4,741",0,16,0,0,0,0,0,63,,,,
674,2020-09,1,29,"2,033","5,137",1,18,0,0,0,0,0,63,,,,
675,2020-09,1,30,"2,128","5,525",1,18,0,0,0,0,0,63,,,,
676,2020-09,1,31,"1,996","5,033",0,17,0,0,0,0,0,63,,,,
677,2020-09,1,32,"2,602","6,449",0,18,0,0,0,0,0,63,,,,
678,2020-09,1,33,"2,329","5,543",1,18,0,0,0,0,0,63,,,,
679,2020-09,1,34,"2,348","5,499",0,18,0,0,0,0,0,63,,,,
680,2020-09,1,35,"2,757","6,001",0,17,0,0,0,0,0,63,,,,
681,2020-09,1,36,"2,576","5,665",0,18,0,0,0,0,0,63,,,,
682,2020-09,1,37,"2,667","5,246",0,18,0,0,0,0,0,63,,,,
683,2020-09,1,38,"2,581","5,461",0,16,0,0,0,0,0,63,,,,
684,2020-09,1,39,"2,650","5,153",0,18,0,0,0,0,0,63,,,,
685,2020-09,1,40,"2,513","4,932",0,16,0,0,0,0,0,63,,,,
686,2020-09,1,41,"2,587","4,913",0,18,0,0,0,0,0,63,,,,
687,2020-09,1,42,"2,589","4,560",0,18,0,0,0,0,0,63,,,,
688,2020-09,1,43,"2,519","4,401",0,16,0,0,0,0,0,63,,,,
689,2020-09,1,44,"2,769","4,656",0,16,0,0,0,0,0,63,,,,
690,2020-09,1,45,"2,502","4,286",0,16,0,0,0,0,0,63,,,,
691,2020-09,1,46,"2,547","4,172",0,15,0,0,0,0,0,63,,,,
692,2020-09,1,47,"2,500","4,201",0,17,0,0,0,0,0,63,,,,
693,2020-09,1,48,"2,532","4,056",0,17,0,0,0,0,0,63,,,,
694,2020-09,1,49,"2,442","4,028",0,17,0,0,0,0,0,63,,,,
695,2020-09,1,50,"2,350","3,970",0,18,0,0,0,0,0,63,,,,
696,2020-09,1,51,"2,161","3,487",0,16,0,0,0,0,0,63,,,,
697,2020-09,0,52,"2,117","3,421",0,16,0,0,0,0,0,63,,,,
698,2020-09,0,53,"2,077","3,262",0,16,0,0,0,0,0,63,,,,
699,2020-09,0,54,"1,971","3,313",0,18,0,0,0,0,0,63,,,,
700,2020-09,0,55,"1,989","3,390",0,17,0,0,0,0,0,63,,,,
701,2020-09,1,56,"2,041","3,332",0,15,0,0,0,0,0,63,,,,
702,2020-09,0,57,"1,897","3,349",0,17,0,0,0,0,0,63,,,,
703,2020-09,0,58,"1,909","3,081",0,17,0,0,0,0,0,63,,,,
704,2020-09,0,59,"1,865","2,984",0,18,0,0,0,0,0,63,,,,
705,2020-09,0,60,"1,724","2,911",0,17,0,0,0,0,0,63,,,,
706,2020-09,0,61,"1,523","2,752",0,17,0,0,0,0,0,63,,,,
707,2020-09,0,62,"1,546","2,652",0,16,0,0,0,0,0,63,,,,
708,2020-09,0,63,"1,456","2,429",0,17,0,0,0,0,0,63,,,,
709,2020-09,0,64,"1,324","2,420",0,17,0,0,0,0,0,63,,,,
710,2020-09,0,65,"1,238","2,236",0,16,0,0,0,0,0,63,,,,
711,2020-09,0,66,"1,116","1,998",0,16,0,0,0,0,0,63,,,,
712,2020-09,0,67,"1,112","1,955",0,15,0,0,0,0,0,63,,,,
713,2020-09,0,68,996,"1,702",0,15,0,0,0,0,0,63,,,,
714,2020-09,0,69,844,"1,461",0,15,0,0,0,0,0,63,,,,
715,2020-09,0,70,783,"1,447",0,16,0,0,0,0,0,63,,,,
716,2020-09,0,71,700,"1,344",1,16,0,0,0,0,0,63,,,,
717,2020-09,0,72,684,"1,293",0,14,0,0,0,0,0,63,,,,
718,2020-09,0,73,662,"1,204",0,15,0,0,0,0,0,63,,,,
719,2020-09,0,74,561,989,0,16,0,0,0,0,0,63,,,,
