row_number,mth,Dint,age,female,male,Dtol,div,Dkli,Dmco,Dmco1,Dmco2,Dmco3,cov,TI,QI,MCI,GIS
"1,075",2021-01,0,99,1,1,0,5,0,1,0,1,0,3289,,,,
"1,076",2021-01,0,100,0,1,0,1,0,1,0,1,0,3289,,,,
"1,077",2021-01,0,101,1,0,0,1,0,1,0,1,0,3289,,,,
"1,078",2021-02,0,18,0,6,0,9,0,1,0,1,0,3064,,,,
"1,079",2021-02,0,19,101,265,1,16,0,1,0,1,0,3064,,,,
"1,080",2021-02,0,20,208,561,0,14,0,1,0,1,0,3064,,,,
"1,081",2021-02,0,21,362,"1,070",0,14,0,1,0,1,0,3064,,,,
"1,082",2021-02,0,22,464,"1,505",0,15,0,1,0,1,0,3064,,,,
"1,083",2021-02,0,23,608,"1,918",0,17,0,1,0,1,0,3064,,,,
"1,084",2021-02,0,24,998,"2,837",0,16,0,1,0,1,0,3064,,,,
"1,085",2021-02,0,25,"1,319","3,767",0,18,0,1,0,1,0,3064,,,,
"1,086",2021-02,0,26,"1,610","4,322",0,16,0,1,0,1,0,3064,,,,
"1,087",2021-02,0,27,"2,001","5,152",0,17,0,1,0,1,0,3064,,,,
"1,088",2021-02,0,28,"2,167","5,690",0,16,0,1,0,1,0,3064,,,,
"1,089",2021-02,0,29,"2,340","5,953",0,19,0,1,0,1,0,3064,,,,
"1,090",2021-02,1,30,"2,448","6,343",0,18,0,1,0,1,0,3064,,,,
"1,091",2021-02,1,31,"2,689","6,735",1,17,0,1,0,1,0,3064,,,,
"1,092",2021-02,1,32,"2,419","6,129",1,18,0,1,0,1,0,3064,,,,
"1,093",2021-02,1,33,"3,183","7,616",0,18,0,1,0,1,0,3064,,,,
"1,094",2021-02,1,34,"2,731","6,549",0,17,0,1,0,1,0,3064,,,,
"1,095",2021-02,1,35,"2,786","6,509",0,17,0,1,0,1,0,3064,,,,
"1,096",2021-02,1,36,"3,268","6,998",0,17,0,1,0,1,0,3064,,,,
"1,097",2021-02,1,37,"3,132","6,704",0,17,0,1,0,1,0,3064,,,,
"1,098",2021-02,1,38,"3,182","6,183",0,16,0,1,0,1,0,3064,,,,
"1,099",2021-02,1,39,"3,083","6,308",0,18,0,1,0,1,0,3064,,,,
"1,100",2021-02,1,40,"3,195","6,158",0,18,0,1,0,1,0,3064,,,,
"1,101",2021-02,1,41,"3,067","5,831",0,18,0,1,0,1,0,3064,,,,
"1,102",2021-02,1,42,"3,062","5,537",0,17,0,1,0,1,0,3064,,,,
"1,103",2021-02,1,43,"3,046","5,351",0,17,0,1,0,1,0,3064,,,,
"1,104",2021-02,1,44,"2,927","5,112",0,19,0,1,0,1,0,3064,,,,
"1,105",2021-02,1,45,"3,319","5,413",0,18,0,1,0,1,0,3064,,,,
"1,106",2021-02,1,46,"3,071","4,987",0,17,0,1,0,1,0,3064,,,,
"1,107",2021-02,1,47,"3,032","4,914",0,16,0,1,0,1,0,3064,,,,
"1,108",2021-02,1,48,"3,034","4,841",0,18,0,1,0,1,0,3064,,,,
"1,109",2021-02,1,49,"3,035","4,728",0,17,0,1,0,1,0,3064,,,,
"1,110",2021-02,1,50,"3,066","4,745",0,17,0,1,0,1,0,3064,,,,
"1,111",2021-02,1,51,"2,755","4,624",0,18,0,1,0,1,0,3064,,,,
"1,112",2021-02,1,52,"2,643","4,082",0,18,0,1,0,1,0,3064,,,,
"1,113",2021-02,0,53,"2,519","3,939",0,17,0,1,0,1,0,3064,,,,
"1,114",2021-02,0,54,"2,496","3,745",0,17,0,1,0,1,0,3064,,,,
"1,115",2021-02,0,55,"2,389","3,818",0,19,0,1,0,1,0,3064,,,,
"1,116",2021-02,1,56,"2,471","4,012",0,18,0,1,0,1,0,3064,,,,
"1,117",2021-02,1,57,"2,505","3,806",0,17,0,1,0,1,0,3064,,,,
"1,118",2021-02,0,58,"2,301","3,797",0,16,0,1,0,1,0,3064,,,,
"1,119",2021-02,0,59,"2,320","3,548",0,17,0,1,0,1,0,3064,,,,
"1,120",2021-02,0,60,"2,245","3,439",0,18,0,1,0,1,0,3064,,,,
"1,121",2021-02,0,61,"2,066","3,375",0,17,0,1,0,1,0,3064,,,,
"1,122",2021-02,0,62,"1,860","3,124",0,18,0,1,0,1,0,3064,,,,
"1,123",2021-02,0,63,"1,839","3,005",0,16,0,1,0,1,0,3064,,,,
"1,124",2021-02,0,64,"1,758","2,918",0,18,0,1,0,1,0,3064,,,,
"1,125",2021-02,0,65,"1,624","2,764",0,18,0,1,0,1,0,3064,,,,
"1,126",2021-02,0,66,"1,498","2,605",0,17,0,1,0,1,0,3064,,,,
"1,127",2021-02,0,67,"1,400","2,339",0,16,0,1,0,1,0,3064,,,,
"1,128",2021-02,0,68,"1,371","2,197",0,16,0,1,0,1,0,3064,,,,
"1,129",2021-02,0,69,"1,199","2,023",0,16,0,1,0,1,0,3064,,,,
"1,130",2021-02,0,70,"1,002","1,752",0,15,0,1,0,1,0,3064,,,,
"1,131",2021-02,0,71,935,"1,651",0,16,0,1,0,1,0,3064,,,,
"1,132",2021-02,0,72,907,"1,602",0,15,0,1,0,1,0,3064,,,,
"1,133",2021-02,0,73,829,"1,448",0,16,0,1,0,1,0,3064,,,,
"1,134",2021-02,0,74,770,"1,333",0,15,0,1,0,1,0,3064,,,,
"1,135",2021-02,0,75,714,"1,152",0,14,0,1,0,1,0,3064,,,,
"1,136",2021-02,0,76,405,752,0,16,0,1,0,1,0,3064,,,,
"1,137",2021-02,0,77,486,725,0,14,0,1,0,1,0,3064,,,,
"1,138",2021-02,0,78,392,790,0,15,0,1,0,1,0,3064,,,,
"1,139",2021-02,0,79,332,604,0,14,0,1,0,1,0,3064,,,,
"1,140",2021-02,0,80,305,593,0,14,0,1,0,1,0,3064,,,,
"1,141",2021-02,0,81,250,462,0,13,0,1,0,1,0,3064,,,,
"1,142",2021-02,0,82,203,505,0,14,0,1,0,1,0,3064,,,,
"1,143",2021-02,0,83,164,331,0,14,0,1,0,1,0,3064,,,,
"1,144",2021-02,0,84,112,211,0,13,0,1,0,1,0,3064,,,,
"1,145",2021-02,0,85,93,188,0,13,0,1,0,1,0,3064,,,,
"1,146",2021-02,0,86,81,138,0,14,0,1,0,1,0,3064,,,,
"1,147",2021-02,0,87,64,109,0,13,0,1,0,1,0,3064,,,,
"1,148",2021-02,0,88,49,65,0,14,0,1,0,1,0,3064,,,,
"1,149",2021-02,0,89,25,48,0,12,0,1,0,1,0,3064,,,,
"1,150",2021-02,0,90,25,43,0,13,0,1,0,1,0,3064,,,,
"1,151",2021-02,0,91,17,40,0,12,0,1,0,1,0,3064,,,,
"1,152",2021-02,0,92,9,27,0,13,0,1,0,1,0,3064,,,,
"1,153",2021-02,0,93,9,10,0,12,0,1,0,1,0,3064,,,,
"1,154",2021-02,0,94,5,5,0,7,0,1,0,1,0,3064,,,,
"1,155",2021-02,0,95,6,2,0,9,0,1,0,1,0,3064,,,,
"1,156",2021-02,0,96,7,4,0,6,0,1,0,1,0,3064,,,,
"1,157",2021-02,0,97,6,6,0,7,0,1,0,1,0,3064,,,,
"1,158",2021-02,0,98,0,2,0,2,0,1,0,1,0,3064,,,,
"1,159",2021-02,0,99,0,1,0,5,0,1,0,1,0,3064,,,,
"1,160",2021-02,0,104,0,1,0,3,0,1,0,1,0,3064,,,,
"1,161",2021-03,0,18,3,12,0,12,1,0,0,0,0,1443,,,,
"1,162",2021-03,0,19,129,321,0,14,1,0,0,0,0,1443,,,,
"1,163",2021-03,0,20,241,649,0,16,1,0,0,0,0,1443,,,,
"1,164",2021-03,0,21,435,"1,245",1,15,1,0,0,0,0,1443,,,,
"1,165",2021-03,0,22,540,"1,770",0,16,1,0,0,0,0,1443,,,,
"1,166",2021-03,0,23,708,"2,138",0,15,1,0,0,0,0,1443,,,,
"1,167",2021-03,0,24,"1,067","3,217",0,16,1,0,0,0,0,1443,,,,
"1,168",2021-03,0,25,"1,491","4,109",0,19,1,0,0,0,0,1443,,,,
"1,169",2021-03,0,26,"1,778","4,840",0,16,1,0,0,0,0,1443,,,,
"1,170",2021-03,0,27,"2,211","5,707",0,16,1,0,0,0,0,1443,,,,
"1,171",2021-03,0,28,"2,388","6,264",0,17,1,0,0,0,0,1443,,,,
"1,172",2021-03,1,29,"2,544","6,429",0,17,1,0,0,0,0,1443,,,,
"1,173",2021-03,1,30,"2,656","6,874",0,16,1,0,0,0,0,1443,,,,
"1,174",2021-03,1,31,"2,940","7,280",0,17,1,0,0,0,0,1443,,,,
"1,175",2021-03,1,32,"2,662","6,529",1,17,1,0,0,0,0,1443,,,,
"1,176",2021-03,1,33,"3,392","8,117",0,16,1,0,0,0,0,1443,,,,
"1,177",2021-03,1,34,"2,974","7,002",0,16,1,0,0,0,0,1443,,,,
"1,178",2021-03,1,35,"3,041","7,130",0,17,1,0,0,0,0,1443,,,,
"1,179",2021-03,1,36,"3,522","7,507",0,18,1,0,0,0,0,1443,,,,
"1,180",2021-03,1,37,"3,443","7,205",0,17,1,0,0,0,0,1443,,,,
"1,181",2021-03,1,38,"3,399","6,611",0,17,1,0,0,0,0,1443,,,,
"1,182",2021-03,1,39,"3,380","6,769",0,18,1,0,0,0,0,1443,,,,
"1,183",2021-03,1,40,"3,425","6,581",0,17,1,0,0,0,0,1443,,,,
"1,184",2021-03,1,41,"3,359","6,311",0,18,1,0,0,0,0,1443,,,,
"1,185",2021-03,1,42,"3,284","6,044",0,17,1,0,0,0,0,1443,,,,
"1,186",2021-03,1,43,"3,336","5,745",0,17,1,0,0,0,0,1443,,,,
"1,187",2021-03,1,44,"3,187","5,486",0,19,1,0,0,0,0,1443,,,,
"1,188",2021-03,1,45,"3,573","5,791",0,17,1,0,0,0,0,1443,,,,
"1,189",2021-03,1,46,"3,317","5,316",0,17,1,0,0,0,0,1443,,,,
"1,190",2021-03,1,47,"3,258","5,211",0,17,1,0,0,0,0,1443,,,,
"1,191",2021-03,1,48,"3,242","5,197",0,18,1,0,0,0,0,1443,,,,
"1,192",2021-03,1,49,"3,279","4,988",0,17,1,0,0,0,0,1443,,,,
"1,193",2021-03,1,50,"3,249","5,122",0,17,1,0,0,0,0,1443,,,,
"1,194",2021-03,1,51,"2,978","4,901",0,17,1,0,0,0,0,1443,,,,
"1,195",2021-03,1,52,"2,834","4,358",0,19,1,0,0,0,0,1443,,,,
"1,196",2021-03,0,53,"2,672","4,195",0,18,1,0,0,0,0,1443,,,,
"1,197",2021-03,0,54,"2,677","3,968",0,18,1,0,0,0,0,1443,,,,
"1,198",2021-03,0,55,"2,529","4,023",0,19,1,0,0,0,0,1443,,,,
"1,199",2021-03,1,56,"2,560","4,220",0,18,1,0,0,0,0,1443,,,,
"1,200",2021-03,1,57,"2,590","4,135",0,18,1,0,0,0,0,1443,,,,
"1,201",2021-03,0,58,"2,427","4,026",0,16,1,0,0,0,0,1443,,,,
"1,202",2021-03,0,59,"2,374","3,744",0,17,1,0,0,0,0,1443,,,,
"1,203",2021-03,0,60,"2,343","3,611",0,16,1,0,0,0,0,1443,,,,
"1,204",2021-03,0,61,"2,201","3,519",0,17,1,0,0,0,0,1443,,,,
"1,205",2021-03,0,62,"1,931","3,267",0,17,1,0,0,0,0,1443,,,,
"1,206",2021-03,0,63,"1,901","3,078",0,18,1,0,0,0,0,1443,,,,
"1,207",2021-03,0,64,"1,789","2,948",0,16,1,0,0,0,0,1443,,,,
"1,208",2021-03,0,65,"1,670","2,856",0,16,1,0,0,0,0,1443,,,,
"1,209",2021-03,0,66,"1,495","2,725",0,17,1,0,0,0,0,1443,,,,
"1,210",2021-03,0,67,"1,374","2,423",0,15,1,0,0,0,0,1443,,,,
"1,211",2021-03,0,68,"1,405","2,285",0,17,1,0,0,0,0,1443,,,,
"1,212",2021-03,0,69,"1,170","2,092",0,17,1,0,0,0,0,1443,,,,
"1,213",2021-03,0,70,"1,020","1,806",0,15,1,0,0,0,0,1443,,,,
"1,214",2021-03,0,71,932,"1,724",0,16,1,0,0,0,0,1443,,,,
"1,215",2021-03,0,72,909,"1,681",0,15,1,0,0,0,0,1443,,,,
"1,216",2021-03,0,73,865,"1,532",0,14,1,0,0,0,0,1443,,,,
"1,217",2021-03,0,74,775,"1,420",0,15,1,0,0,0,0,1443,,,,
"1,218",2021-03,0,75,695,"1,198",0,16,1,0,0,0,0,1443,,,,
"1,219",2021-03,0,76,380,786,0,14,1,0,0,0,0,1443,,,,
"1,220",2021-03,0,77,468,788,0,14,1,0,0,0,0,1443,,,,
"1,221",2021-03,0,78,390,857,0,15,1,0,0,0,0,1443,,,,
"1,222",2021-03,0,79,343,613,0,15,1,0,0,0,0,1443,,,,
"1,223",2021-03,0,80,307,646,0,15,1,0,0,0,0,1443,,,,
"1,224",2021-03,0,81,244,489,0,13,1,0,0,0,0,1443,,,,
"1,225",2021-03,0,82,196,513,0,14,1,0,0,0,0,1443,,,,
"1,226",2021-03,0,83,151,352,0,13,1,0,0,0,0,1443,,,,
"1,227",2021-03,0,84,116,223,0,13,1,0,0,0,0,1443,,,,
"1,228",2021-03,0,85,97,185,0,13,1,0,0,0,0,1443,,,,
"1,229",2021-03,0,86,90,123,1,14,1,0,0,0,0,1443,,,,
"1,230",2021-03,0,87,56,94,0,13,1,0,0,0,0,1443,,,,
"1,231",2021-03,0,88,44,66,0,13,1,0,0,0,0,1443,,,,
"1,232",2021-03,0,89,20,49,0,13,1,0,0,0,0,1443,,,,
"1,233",2021-03,0,90,21,50,0,14,1,0,0,0,0,1443,,,,
"1,234",2021-03,0,91,17,38,0,13,1,0,0,0,0,1443,,,,
"1,235",2021-03,0,92,12,22,0,12,1,0,0,0,0,1443,,,,
"1,236",2021-03,0,93,8,13,0,13,1,0,0,0,0,1443,,,,
"1,237",2021-03,0,94,6,3,0,9,1,0,0,0,0,1443,,,,
"1,238",2021-03,0,95,5,1,0,7,1,0,0,0,0,1443,,,,
"1,239",2021-03,0,96,3,3,0,10,1,0,0,0,0,1443,,,,
"1,240",2021-03,0,97,5,6,0,8,1,0,0,0,0,1443,,,,
"1,241",2021-03,0,98,1,1,0,2,1,0,0,0,0,1443,,,,
"1,242",2021-03,0,99,0,2,0,7,1,0,0,0,0,1443,,,,
"1,243",2021-03,0,101,1,0,0,3,1,0,0,0,0,1443,,,,
"1,244",2021-03,0,104,0,1,0,1,1,0,0,0,0,1443,,,,
"1,245",2021-04,0,18,10,20,0,10,0,0,0,0,0,2107,,,,
"1,246",2021-04,0,19,120,325,0,14,0,0,0,0,0,2107,,,,
"1,247",2021-04,0,20,215,623,0,15,0,0,0,0,0,2107,,,,
"1,248",2021-04,0,21,386,"1,168",1,15,0,0,0,0,0,2107,,,,
"1,249",2021-04,0,22,490,"1,641",0,16,0,0,0,0,0,2107,,,,
"1,250",2021-04,0,23,668,"1,980",0,14,0,0,0,0,0,2107,,,,
"1,251",2021-04,0,24,998,"2,917",0,16,0,0,0,0,0,2107,,,,
"1,252",2021-04,0,25,"1,343","3,713",0,17,0,0,0,0,0,2107,,,,
"1,253",2021-04,0,26,"1,563","4,271",0,16,0,0,0,0,0,2107,,,,
"1,254",2021-04,0,27,"1,966","5,085",0,17,0,0,0,0,0,2107,,,,
"1,255",2021-04,0,28,"2,108","5,503",0,17,0,0,0,0,0,2107,,,,
"1,256",2021-04,0,29,"2,253","5,801",0,17,0,0,0,0,0,2107,,,,
"1,257",2021-04,1,30,"2,320","6,119",0,17,0,0,0,0,0,2107,,,,
"1,258",2021-04,1,31,"2,609","6,399",0,17,0,0,0,0,0,2107,,,,
"1,259",2021-04,1,32,"2,356","5,744",0,17,0,0,0,0,0,2107,,,,
"1,260",2021-04,1,33,"3,106","7,285",0,18,0,0,0,0,0,2107,,,,
"1,261",2021-04,1,34,"2,677","6,250",0,17,0,0,0,0,0,2107,,,,
"1,262",2021-04,1,35,"2,681","6,250",0,17,0,0,0,0,0,2107,,,,
"1,263",2021-04,1,36,"3,126","6,631",0,18,0,0,0,0,0,2107,,,,
"1,264",2021-04,1,37,"2,971","6,374",0,18,0,0,0,0,0,2107,,,,
"1,265",2021-04,1,38,"3,070","5,974",0,17,0,0,0,0,0,2107,,,,
"1,266",2021-04,1,39,"2,998","6,078",0,17,0,0,0,0,0,2107,,,,
"1,267",2021-04,1,40,"3,084","5,941",0,19,0,0,0,0,0,2107,,,,
"1,268",2021-04,1,41,"3,000","5,637",0,16,0,0,0,0,0,2107,,,,
"1,269",2021-04,1,42,"2,954","5,380",0,16,0,0,0,0,0,2107,,,,
"1,270",2021-04,1,43,"2,955","5,131",0,16,0,0,0,0,0,2107,,,,
"1,271",2021-04,1,44,"2,895","4,860",0,17,0,0,0,0,0,2107,,,,
"1,272",2021-04,1,45,"3,158","5,272",0,17,0,0,0,0,0,2107,,,,
"1,273",2021-04,1,46,"2,962","4,782",0,17,0,0,0,0,0,2107,,,,
"1,274",2021-04,1,47,"2,861","4,663",0,17,0,0,0,0,0,2107,,,,
"1,275",2021-04,1,48,"2,892","4,548",0,18,0,0,0,0,0,2107,,,,
"1,276",2021-04,1,49,"2,908","4,477",0,18,0,0,0,0,0,2107,,,,
"1,277",2021-04,1,50,"2,896","4,519",0,17,0,0,0,0,0,2107,,,,
"1,278",2021-04,1,51,"2,553","4,394",0,17,0,0,0,0,0,2107,,,,
"1,279",2021-04,1,52,"2,471","3,935",0,18,0,0,0,0,0,2107,,,,
"1,280",2021-04,1,53,"2,320","3,772",0,15,0,0,0,0,0,2107,,,,
"1,281",2021-04,0,54,"2,312","3,521",0,17,0,0,0,0,0,2107,,,,
"1,282",2021-04,1,55,"2,250","3,711",0,18,0,0,0,0,0,2107,,,,
"1,283",2021-04,1,56,"2,257","3,772",0,15,0,0,0,0,0,2107,,,,
"1,284",2021-04,1,57,"2,261","3,584",0,17,0,0,0,0,0,2107,,,,
"1,285",2021-04,0,58,"2,033","3,559",0,16,0,0,0,0,0,2107,,,,
"1,286",2021-04,0,59,"2,114","3,268",0,16,0,0,0,0,0,2107,,,,
"1,287",2021-04,0,60,"1,955","3,154",0,17,0,0,0,0,0,2107,,,,
"1,288",2021-04,0,61,"1,883","3,066",0,16,0,0,0,0,0,2107,,,,
"1,289",2021-04,0,62,"1,695","2,848",0,17,0,0,0,0,0,2107,,,,
"1,290",2021-04,0,63,"1,594","2,699",0,17,0,0,0,0,0,2107,,,,
"1,291",2021-04,0,64,"1,482","2,509",0,16,0,0,0,0,0,2107,,,,
"1,292",2021-04,0,65,"1,441","2,513",0,16,0,0,0,0,0,2107,,,,
"1,293",2021-04,0,66,"1,265","2,339",0,16,0,0,0,0,0,2107,,,,
"1,294",2021-04,0,67,"1,196","2,105",0,16,0,0,0,0,0,2107,,,,
"1,295",2021-04,0,68,"1,156","1,994",0,15,0,0,0,0,0,2107,,,,
"1,296",2021-04,0,69,"1,034","1,828",0,17,0,0,0,0,0,2107,,,,
"1,297",2021-04,0,70,836,"1,525",0,14,0,0,0,0,0,2107,,,,
"1,298",2021-04,0,71,803,"1,470",0,15,0,0,0,0,0,2107,,,,
"1,299",2021-04,0,72,747,"1,443",0,16,0,0,0,0,0,2107,,,,
"1,300",2021-04,0,73,735,"1,272",0,14,0,0,0,0,0,2107,,,,
"1,301",2021-04,0,74,625,"1,195",0,15,0,0,0,0,0,2107,,,,
"1,302",2021-04,0,75,564,991,0,14,0,0,0,0,0,2107,,,,
"1,303",2021-04,0,76,314,623,0,14,0,0,0,0,0,2107,,,,
"1,304",2021-04,0,77,370,641,0,15,0,0,0,0,0,2107,,,,
"1,305",2021-04,0,78,337,694,0,15,0,0,0,0,0,2107,,,,
"1,306",2021-04,0,79,290,536,0,14,0,0,0,0,0,2107,,,,
"1,307",2021-04,0,80,259,525,0,16,0,0,0,0,0,2107,,,,
"1,308",2021-04,0,81,203,436,0,13,0,0,0,0,0,2107,,,,
"1,309",2021-04,0,82,160,433,0,15,0,0,0,0,0,2107,,,,
"1,310",2021-04,0,83,141,300,0,14,0,0,0,0,0,2107,,,,
"1,311",2021-04,0,84,98,195,0,13,0,0,0,0,0,2107,,,,
"1,312",2021-04,0,85,83,154,0,13,0,0,0,0,0,2107,,,,
"1,313",2021-04,0,86,70,110,1,14,0,0,0,0,0,2107,,,,
"1,314",2021-04,0,87,48,92,0,13,0,0,0,0,0,2107,,,,
"1,315",2021-04,0,88,48,59,0,13,0,0,0,0,0,2107,,,,
"1,316",2021-04,0,89,14,40,0,13,0,0,0,0,0,2107,,,,
"1,317",2021-04,0,90,19,38,0,13,0,0,0,0,0,2107,,,,
"1,318",2021-04,0,91,19,29,0,13,0,0,0,0,0,2107,,,,
"1,319",2021-04,0,92,11,15,0,11,0,0,0,0,0,2107,,,,
"1,320",2021-04,0,93,15,11,0,13,0,0,0,0,0,2107,,,,
"1,321",2021-04,0,94,3,3,0,4,0,0,0,0,0,2107,,,,
"1,322",2021-04,0,95,4,1,0,8,0,0,0,0,0,2107,,,,
"1,323",2021-04,0,96,4,1,0,3,0,0,0,0,0,2107,,,,
"1,324",2021-04,0,97,5,3,0,9,0,0,0,0,0,2107,,,,
"1,325",2021-04,0,99,0,1,0,6,0,0,0,0,0,2107,,,,
"1,326",2021-04,0,101,1,0,0,1,0,0,0,0,0,2107,,,,
"1,327",2021-05,0,18,17,32,0,13,0,0,0,0,0,5279,,,,
"1,328",2021-05,0,19,113,293,0,14,0,0,0,0,0,5279,,,,
"1,329",2021-05,0,20,210,591,0,15,0,0,0,0,0,5279,,,,
"1,330",2021-05,0,21,346,"1,058",1,15,0,0,0,0,0,5279,,,,
"1,331",2021-05,0,22,475,"1,520",0,15,0,0,0,0,0,5279,,,,
"1,332",2021-05,0,23,613,"1,848",0,15,0,0,0,0,0,5279,,,,
"1,333",2021-05,0,24,924,"2,745",0,16,0,0,0,0,0,5279,,,,
"1,334",2021-05,0,25,"1,259","3,578",0,18,0,0,0,0,0,5279,,,,
"1,335",2021-05,0,26,"1,431","4,019",0,17,0,0,0,0,0,5279,,,,
"1,336",2021-05,0,27,"1,789","4,855",0,17,0,0,0,0,0,5279,,,,
"1,337",2021-05,0,28,"1,930","5,145",0,17,0,0,0,0,0,5279,,,,
"1,338",2021-05,0,29,"2,059","5,484",0,17,0,0,0,0,0,5279,,,,
"1,339",2021-05,1,30,"2,178","5,760",0,16,0,0,0,0,0,5279,,,,
"1,340",2021-05,1,31,"2,357","6,140",0,16,0,0,0,0,0,5279,,,,
"1,341",2021-05,1,32,"2,189","5,450",0,16,0,0,0,0,0,5279,,,,
"1,342",2021-05,1,33,"2,766","6,834",0,16,0,0,0,0,0,5279,,,,
"1,343",2021-05,1,34,"2,450","6,000",0,17,0,0,0,0,0,5279,,,,
"1,344",2021-05,1,35,"2,461","6,011",0,17,0,0,0,0,0,5279,,,,
"1,345",2021-05,1,36,"2,834","6,306",0,17,0,0,0,0,0,5279,,,,
"1,346",2021-05,1,37,"2,614","6,090",0,18,0,0,0,0,0,5279,,,,
"1,347",2021-05,1,38,"2,778","5,522",0,18,0,0,0,0,0,5279,,,,
"1,348",2021-05,1,39,"2,696","5,637",0,17,0,0,0,0,0,5279,,,,
"1,349",2021-05,1,40,"2,744","5,533",0,17,0,0,0,0,0,5279,,,,
"1,350",2021-05,1,41,"2,729","5,308",0,16,0,0,0,0,0,5279,,,,
"1,351",2021-05,1,42,"2,680","5,000",0,18,0,0,0,0,0,5279,,,,
"1,352",2021-05,1,43,"2,695","4,826",0,17,0,0,0,0,0,5279,,,,
"1,353",2021-05,1,44,"2,525","4,584",0,16,0,0,0,0,0,5279,,,,
"1,354",2021-05,1,45,"2,815","4,858",0,17,0,0,0,0,0,5279,,,,
"1,355",2021-05,1,46,"2,563","4,421",0,18,0,0,0,0,0,5279,,,,
"1,356",2021-05,1,47,"2,604","4,377",0,18,0,0,0,0,0,5279,,,,
"1,357",2021-05,1,48,"2,580","4,259",0,18,0,0,0,0,0,5279,,,,
"1,358",2021-05,1,49,"2,644","4,122",0,17,0,0,0,0,0,5279,,,,
"1,359",2021-05,1,50,"2,612","4,242",0,19,0,0,0,0,0,5279,,,,
"1,360",2021-05,1,51,"2,253","3,994",0,17,0,0,0,0,0,5279,,,,
"1,361",2021-05,1,52,"2,211","3,618",0,18,0,0,0,0,0,5279,,,,
"1,362",2021-05,1,53,"2,082","3,478",0,16,0,0,0,0,0,5279,,,,
"1,363",2021-05,0,54,"2,101","3,306",0,18,0,0,0,0,0,5279,,,,
"1,364",2021-05,1,55,"1,994","3,454",0,18,0,0,0,0,0,5279,,,,
"1,365",2021-05,1,56,"2,034","3,453",0,15,0,0,0,0,0,5279,,,,
"1,366",2021-05,1,57,"2,010","3,352",0,17,0,0,0,0,0,5279,,,,
"1,367",2021-05,0,58,"1,818","3,266",0,15,0,0,0,0,0,5279,,,,
"1,368",2021-05,0,59,"1,797","3,051",0,17,0,0,0,0,0,5279,,,,
"1,369",2021-05,0,60,"1,800","2,889",0,17,0,0,0,0,0,5279,,,,
"1,370",2021-05,0,61,"1,635","2,846",0,16,0,0,0,0,0,5279,,,,
"1,371",2021-05,0,62,"1,432","2,590",0,16,0,0,0,0,0,5279,,,,
"1,372",2021-05,0,63,"1,398","2,457",0,16,0,0,0,0,0,5279,,,,
"1,373",2021-05,0,64,"1,337","2,337",0,16,0,0,0,0,0,5279,,,,
"1,374",2021-05,0,65,"1,250","2,273",0,16,0,0,0,0,0,5279,,,,
"1,375",2021-05,0,66,"1,120","2,138",0,17,0,0,0,0,0,5279,,,,
"1,376",2021-05,0,67,"1,018","1,906",0,16,0,0,0,0,0,5279,,,,
"1,377",2021-05,0,68,993,"1,792",0,15,0,0,0,0,0,5279,,,,
"1,378",2021-05,0,69,886,"1,662",0,16,0,0,0,0,0,5279,,,,
"1,379",2021-05,0,70,760,"1,381",0,16,0,0,0,0,0,5279,,,,
"1,380",2021-05,0,71,680,"1,339",0,16,0,0,0,0,0,5279,,,,
"1,381",2021-05,0,72,643,"1,235",0,17,0,0,0,0,0,5279,,,,
"1,382",2021-05,0,73,583,"1,140",0,15,0,0,0,0,0,5279,,,,
"1,383",2021-05,0,74,559,"1,067",0,16,0,0,0,0,0,5279,,,,
"1,384",2021-05,0,75,497,891,0,16,0,0,0,0,0,5279,,,,
"1,385",2021-05,0,76,261,598,0,14,0,0,0,0,0,5279,,,,
"1,386",2021-05,0,77,316,562,0,13,0,0,0,0,0,5279,,,,
"1,387",2021-05,0,78,265,615,0,13,0,0,0,0,0,5279,,,,
"1,388",2021-05,0,79,245,419,0,13,0,0,0,0,0,5279,,,,
"1,389",2021-05,0,80,218,466,0,15,0,0,0,0,0,5279,,,,
"1,390",2021-05,0,81,170,368,0,13,0,0,0,0,0,5279,,,,
"1,391",2021-05,0,82,139,372,0,13,0,0,0,0,0,5279,,,,
"1,392",2021-05,0,83,112,252,0,14,0,0,0,0,0,5279,,,,
"1,393",2021-05,0,84,79,168,0,13,0,0,0,0,0,5279,,,,
"1,394",2021-05,0,85,78,129,0,13,0,0,0,0,0,5279,,,,
"1,395",2021-05,0,86,61,86,0,14,0,0,0,0,0,5279,,,,
"1,396",2021-05,0,87,39,79,0,13,0,0,0,0,0,5279,,,,
"1,397",2021-05,0,88,36,53,0,12,0,0,0,0,0,5279,,,,
"1,398",2021-05,0,89,17,30,0,12,0,0,0,0,0,5279,,,,
"1,399",2021-05,0,90,13,34,0,14,0,0,0,0,0,5279,,,,
"1,400",2021-05,0,91,12,19,0,12,0,0,0,0,0,5279,,,,
"1,401",2021-05,0,92,6,19,0,13,0,0,0,0,0,5279,,,,
"1,402",2021-05,0,93,9,9,0,12,0,0,0,0,0,5279,,,,
"1,403",2021-05,0,94,3,1,0,5,0,0,0,0,0,5279,,,,
"1,404",2021-05,0,95,3,0,0,6,0,0,0,0,0,5279,,,,
"1,405",2021-05,0,96,2,3,0,3,0,0,0,0,0,5279,,,,
